Season,Episode,Title,Scene,Person,Said
1,59,Shadow of the Bat Part I,TRAITOR,Alfred,Mr. Mason ducked before he saw the guns!
1,60,Shadow of the Bat Part II,UNLIKELY ALLIANCES,Alfred,Then he may know more then he's letting on about Commissioner Gordon's unfortunate situation.
1,2,On Leather Wings,None,Alfred,I gather you've been reading How to Make Friends and Influence People?
1,4,Feat of Clay Part I,BAD NEWS,Alfred,"Master Bruce, what am I to do about the police? They shall be back, you know. I can't keep telling them you're out!"
1,5,Feat of Clay Part II,BRUCE WAYNE: MURDERER?,Alfred,"And he's being with you, what; 10 years now, sir? Then, whoever impersonated you did an uncanny job!"
1,7,Joker's Favor,THE TESTIMONIAL ATTACK,Alfred,"Not staying for dinner, sir?"
1,8,The Cat and the Claw Part II,THE ASSISTANT AND THE BUTLER,Alfred,"It's not that I question your instincts, sir, but why would Red Claw wish to hurt Miss Kyle?"
1,9,Pretty Poison,HARVEY'S FALL,Alfred,"I have alerted Mr. Dent, sir. He and Ms. Isley, patiently await your arrival to the Rose Cafe."
1,10,Nothing to Fear,BRUCE AFFECTED BY FEAR GAS IN THE BATCAVE,Alfred,"(Turns off the TV) Imagine that, sir."
1,12,Appointment in Crime Alley,BATMAN'S APPOINTMENT,Alfred,"That almost goes without saying, doesn't it, sir?"
1,14,Heart of Ice,BATMAN INVESTIGATES,Alfred,"Taking up videogames, are we, sir?"
1,15,The Last Laugh,SUNSET IN WAYNE MANOR,Alfred,"Rough night of crime fighting, sir?"
1,16,Eternal Youth,RICH MAN'S WORLD,Alfred,It's fortunate you caught it in time!
1,18,Two-Face Part II,BATMAN LOCATES TWO-FACE,Alfred,"So, you think you've discerned a patter to his crimes?"
1,21,Vendetta,BULLOCK'S PAST,Alfred,"Indeed! Bullock was suspected of accepting craft from Thorne, two years ago?"
1,22,Prophecy of Doom,BATCAVE AND WAYNE ENTERPRISES,Alfred,"But how did the glass break, sir?"
1,23,The Forgotten,ALFRED INVESTIGATES AND BRUCE'S NIGHTMARE,Alfred,Rise and shine! It's a beautiful d-- (notices there's nobody in the room) That's odd. Only vampires loath daylight more than Batman. I wonder what's keeping him?
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alfred,"Dare we hope Gotham treats you to an early evening, sir?"
1,26,The Clock King (episode),THE CLOCK KING,Alfred,"Are you quite sure you will stop for breakfast, Master Bruce? The meals they serve at this fundraisers...hmm ghastly!"
1,29,Night of the Ninja,ATTACKS,Alfred,"Master Bruce, I'm afraid there's been another robbery of a Wayne Enterprises Company."
1,30,The Strange Secret of Bruce Wayne,THERAPY,Alfred,"Now that you've enrolled in the stress management program Judge Vargs took, may I ask what your next step is, sir?"
1,31,"Tyger, Tyger",DATE AT THE ZOO,Alfred,"Why no, Master Bruce. I though you and she were having dinner to discuss an animal rights charity."
1,32,Dreams in Darkness,EXPOSED,Alfred,"I beg your pardon, Master Bruce. Did I startle you?"
1,33,Beware the Gray Ghost,THE SEARCH,Alfred,"I wish I knew the one you're looking for, Master Bruce, but I don't watch television. I prefer my fireplace."
1,34,Cat Scratch Fever,TRIAL,Alfred,I do hope you'll be seeing Ms. Selina again now that she's free to prowl again.
1,35,I Am the Night,PROLOGUE,Alfred,"Master Bruce? Are you all right, sir?"
1,39,Heart of Steel Part I,DAMAGE REPORT,Alfred,"I do wish you wouldn't be so rough with your toys, Master Bruce. (answering the phone) Wayne Manor. Moment please. Mister Lucius Fox, Master Bruce. Shall I put him on the speaker phone?"
1,40,Heart of Steel Part II,SECURITY BREACH,Alfred,"Good heavens! - I do wish your toys wouldn't play so roughly with you, sir!"
1,41,"If You're So Smart, Why Aren't You Rich?",BATCAVE PLAYZONE,Alfred,"Master Dick, that must be quite a computer game to be worth tying up a fifty-million dollar computer."
1,42,Joker's Wild,JOKER'S WILD,Alfred,"I didn't mind driving down here at a moment's notice with your equipment and I was happy to dream of a plausible alibi for your date, but stay at this horrid place? Pushes even my tolerance!"
1,44,Off Balance,LOST AND FOUND,Alfred,"But, are you certain the lady in black was working with this Vertigo chap?"
1,47,Harley and Ivy,HUNTING THE LADIES,Alfred,"Choosing a weekend date, sir?"
1,49,Zatanna (episode),ZATANNA,Alfred,How long has it been? Ten years? Twelve?
1,52,Robin's Reckoning Part II,FLASHBACK,Alfred,"Forgive the interruption sir, but Liutenant Gordon is here to see you. He asked to meet with you in private."
1,54,Day of the Samurai,THE SUMMONING,Alfred,Master Bruce.
1,56,The Demon's Quest Part I,RA'S AL GHUL,Alfred,"No word then, Master Bruce?"
1,59,Shadow of the Bat Part I,A SETUP,Alfred,"You'll ruin your eyes changing channels so fast, Master Bruce. Not to mention your attention span. What would think the fall of Rupert Thorne would bring a smile, even to your face."
1,60,Shadow of the Bat Part II,UNLIKELY ALLIANCES,Alfred,Where will you start?
1,24,Mad as a Hatter,JERVIS TETCH,Alice,"(bursting into Tetch's office) Psst, Jervis--"
1,24,Mad as a Hatter,JERVIS TETCH,Alice,"Yeah, yeah-- Look busy! Oh- Dr. Cates; Mr. Wayne! - Right this way!"
1,24,Mad as a Hatter,JERVIS TETCH,Alice,She's always like that when the big boss drops by. Cheer up! Mr. Wayne knows what you mean to the company!
1,24,Mad as a Hatter,JERVIS TETCH,Alice,That's just what my boyfriend says. I guess I'm lucky to have two such amazing men in my life. See you after lunch!
1,24,Mad as a Hatter,JERVIS TETCH,Alice,I just wanted to talk about where our relationship was going and Billy got so defensive!
1,24,Mad as a Hatter,JERVIS TETCH,Alice,"The next thing I knew, we were shouting-- screaming... saying we never wanted to see each other again!"
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,Jervis?
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,I'll get my coat.
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,"This is really a surprise, Jervis. You're so... quiet, at work."
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,"Jervis, no!"
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,Are you alright?
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,I had no idea you were such a man-about-town!
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,Thank you for a wonderful time. You're a terrific friend!
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Alice,"What a sweet, funny man!"
1,24,Mad as a Hatter,THE MAD HATTER,Alice,"Oh, Jervis! Thanks so much for cheering me up last night! Listen, I have the most incredible news! Billy was there after you dropped me off, he apologized, I forgave him and then-- he gave me this! (shows her engagement ring) Can you believe it? I'm getting married! - Jervis, your hand!"
1,24,Mad as a Hatter,THE MAD HATTER,Alice,Jervis? Jervis??
1,24,Mad as a Hatter,THE MAD HATTER,Alice,"Oh, they left together about half an hour ago."
1,24,Mad as a Hatter,THE MAD HATTER,Alice,"(picks the ringing phone) Hello? - Hi sweety! (whispers to Bruce) -""my fiancé""-"
1,24,Mad as a Hatter,THE MAD HATTER,Alice,"Billy, what's wrong? You sound so... What? -  But why? Billy? Billy! - Excuse me, Mr. Wayne, I think I'm gonna need a minute alone."
1,24,Mad as a Hatter,THE MAD HATTER,Alice,How did you know? I didn't tell anyone...
1,24,Mad as a Hatter,THE MAD HATTER,Alice,This is getting too weird.
1,24,Mad as a Hatter,THE MAD HATTER,Alice,Why are you doing this?
1,24,Mad as a Hatter,SHOWDOWN IN WONDERLAND,Alice,"Oh, Billy!"
1,59,Shadow of the Bat Part I,A SETUP,Anchorman,Mason attributed the incriminating evidence against Thorne to a mysterious informant.
1,9,Pretty Poison,"5 YEARS LATER. A BETTER, SAFER GOTHAM",Andre,"(Serving the menu) Pour madam, L'Escargot and pour monsieur, Cesar Salad."
1,37,Moon of the Wolf,THE BAIT,Andrea,Then you're serious about that ad in the paper Tony?
1,37,Moon of the Wolf,THE BAIT,Andrea,Why him? Looking for someone to arm-wrestle?
1,14,Heart of Ice,COLD REVENGE,Announcer,"And so, it gives me great pleasure to present this well deserved award to--(The cold ice breaks inside)"
1,21,Vendetta,THE CROCODILE'S LAIR,Announcer,"And as you can see by this recreation of the crocodile's natural habitat, crocodiles make their lairs in underwater caves."
1,10,Nothing to Fear,SCARECROW STRIKES AT THE UNIVERSITY'S BANK,Anthony,"Uh, what did you do to him, boss?"
1,10,Nothing to Fear,SCARECROW STRIKES AT THE UNIVERSITY'S BANK,Anthony,(Picks up some money) Come to papa!
1,10,Nothing to Fear,SCARECROW STRIKES AT THE UNIVERSITY'S BANK,Anthony,Burn it boss?
1,10,Nothing to Fear,SCARECROW STRIKES AT THE UNIVERSITY'S BANK,Anthony,"Sure take, boss."
1,10,Nothing to Fear,SCARECROW'S BACKGROUND STORY AT HIS HIDEOUT,Anthony,"Gee, boss, I never liked school, but, uh, how come you hate the university so much?"
1,10,Nothing to Fear,SCARECROW'S BACKGROUND STORY AT HIS HIDEOUT,Anthony,"Wow, he's a real professor."
1,10,Nothing to Fear,SCARECROW'S ESCAPE ON THE ZEPPELIN,Anthony,Then who's that?
1,10,Nothing to Fear,SCARECROW'S ESCAPE ON THE ZEPPELIN,Anthony,Who? Me?...Uh...but boss...
1,10,Nothing to Fear,SCARECROW'S ESCAPE ON THE ZEPPELIN,Anthony,End of the line! (Batman throws a Batarang) Ugh! (They start fighting and some bullets reach the main controls)
1,37,Moon of the Wolf,ACHILLES MILO,Anthony,No. The Batman interferred.
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Antoine,"Monsieur Tetch, I have created a gastronomical delight for you. All on the house of .........."
1,6,It's Never Too Late,THE GANG WAR,Arnold Stromwell,Quiet down!
1,50,Robin's Reckoning Part I,THE SEARCH,Arnold Stromwell,Who's there?
1,6,It's Never Too Late,THE GANG WAR,Assistant,"I'll set it up, Mr. Stromwell."
1,6,It's Never Too Late,STROMWELL IS ALIVE,Assistant,The boss!
1,6,It's Never Too Late,STROMWELL IS ALIVE,Assistant,It was a set up!
1,4,Feat of Clay Part I,MATT HAGEN,Assistant Director,Ready on the set!
1,4,Feat of Clay Part I,MATT HAGEN,Assistant Director,"Mr. Hagen, we're waiting."
1,5,Feat of Clay Part II,BRUCE WAYNE: MURDERER?,Attorney,"No comment. My client has no comment. Let us through, please."
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,Auctioneer,"Next we'll be auctioning off the date with Gotham's most elegible bachelor, Mister Bruce Wayne. Ah, if Mr. Wayne would be good enough to step up? Now, now; don't be shy! Ah, there he is!"
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,Auctioneer,"Remember, we've got lots of animals to save, so we're going to start the bidding at five hundred dollars!"
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,Auctioneer,"We have six, do I hear seven?"
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,Auctioneer,"Well, well; that's one thousand! Going once! Going twice!"
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,Auctioneer,D--d... do I hear any more bids? Then sold! For ten thousand dollars to Miss Selina Kyle!
1,35,I Am the Night,CONCERN,Barbara,Not good.
1,35,I Am the Night,CONCERN,Barbara,Don't blame yourself. You caught the man who shot him.
1,35,I Am the Night,CONCERN,Barbara,"Harvey, please! It wasn't his fault."
1,35,I Am the Night,DENIAL,Barbara,"Jimmy Peaks' a madman, Dick! He'll try to finish what he started! I feel so helpless! I can't just sit here! I gotta do something--"
1,35,I Am the Night,DENIAL,Barbara,You're talking about Batman.
1,35,I Am the Night,HERO,Barbara,"I gotta get some coffee, dad. I'll be right back."
1,35,I Am the Night,HERO,Barbara,No!
1,35,I Am the Night,HERO,Barbara,Dad! You're alright!
1,39,Heart of Steel Part I,BARBARA GORDON,Barbara,"(Giggles) This is Woobie, my best friend since third grade. Dad can't seem to pick me up at the airport without bringing him along."
1,39,Heart of Steel Part I,FINE DUPLICANT,Barbara,Dad? You okay?
1,39,Heart of Steel Part I,FINE DUPLICANT,Barbara,Who was at the door? Where you outside? Your hand is like ice!
1,39,Heart of Steel Part I,FINE DUPLICANT,Barbara,"Dad, are you sure-"
1,39,Heart of Steel Part I,THE TRUTH,Barbara,"Don’t you like the roast, Dad?"
1,39,Heart of Steel Part I,THE TRUTH,Barbara,That's practically all you've said since last night. Are you mad at me?
1,39,Heart of Steel Part I,THE TRUTH,Barbara,"I know, ""I'm fine""."
1,40,Heart of Steel Part II,POLICE IMPOSTOR,Barbara,(Gasps)
1,40,Heart of Steel Part II,THE ROBOT,Barbara,"No, Batman. I called you."
1,40,Heart of Steel Part II,THE ROBOT,Barbara,That's why I called you. That man is not my father.
1,40,Heart of Steel Part II,THE ROBOT,Barbara,Just what I said. Someone is impersonating my father.
1,40,Heart of Steel Part II,THE ROBOT,Barbara,"Well, he doesn't have bolts in his neck, or anything that obvious. He's so... cold to me. But it's not just that. I can't put my finger on it, but I know he's not my father. I know I sound crazy, but I'm not. Whoever is downstairs now, it looks like Jim Gordon, talks like him, but it's not him! Please, help me, Batman."
1,40,Heart of Steel Part II,THE ROBOT,Barbara,Thank you.
1,40,Heart of Steel Part II,THE ROBOT,Barbara,A robot?
1,40,Heart of Steel Part II,THE ROBOT,Barbara,Does that mean... my father?
1,40,Heart of Steel Part II,THE ROBOT,Barbara,Not so fast! How are you going to find out? I wanna be there!
1,40,Heart of Steel Part II,THE ROBOT,Barbara,Batman... I...
1,40,Heart of Steel Part II,THE HEROINE,Barbara,"""Wait at a friend's house"", he says. Not likely, Woobie. Bullock went to Cybertron and a robot came back. Wanna bet dad's there too?"
1,40,Heart of Steel Part II,THE HEROINE,Barbara,A Police Commissioner's daughter doesn't get all her education in school. What have you done with my father?
1,40,Heart of Steel Part II,THE HEROINE,Barbara,Deactivated? You mean...
1,40,Heart of Steel Part II,THE HEROINE,Barbara,But we're all capable of human error!
1,40,Heart of Steel Part II,THE HEROINE,Barbara,Does that mean my father's...
1,40,Heart of Steel Part II,THE HEROINE,Barbara,Dad!
1,40,Heart of Steel Part II,THE HEROINE,Barbara,"Rescuing you, silly. Come on!"
1,40,Heart of Steel Part II,THE HEROINE,Barbara,Dad!
1,40,Heart of Steel Part II,THE HEROINE,Barbara,Get my father out of here!
1,40,Heart of Steel Part II,THE HEROINE,Barbara,I'm gonna help Batman.
1,40,Heart of Steel Part II,THE HEROINE,Barbara,Anytime.
1,40,Heart of Steel Part II,THE HEROINE,Barbara,I sort of enjoyed it.
1,59,Shadow of the Bat Part I,A SETUP,Barbara,Dad! I just got you to stop treating me like a kid and now you're trying to marry me off!
1,59,Shadow of the Bat Part I,A SETUP,Barbara,"Hey Gil, what's doing?"
1,59,Shadow of the Bat Part I,A SETUP,Barbara,On what charges?
1,59,Shadow of the Bat Part I,A SETUP,Barbara,What? Dad's never taken a bribe in his life!
1,59,Shadow of the Bat Part I,A SETUP,Barbara,Dad!
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,"But you're the D.A. Janet, you work with my father. There must be something you can-"
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,That's not sufficient cause to deny him bail!
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,This is crazy! My father would never-
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,"Harvey, that's a wonderful idea."
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,Yes. And I know someone who'd be a real showstopper... if I can get him.
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,"But you have to come to the rally! The public respects you! If they see you there, they'll know Dad's innocent!"
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,But don't you see--
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Barbara,"""I'm a professional. Don't try this at home?"" Huh? Sorry Batman, you being at the rally could decide if Dad goes free. So you'll be there, one way or another."
1,59,Shadow of the Bat Part I,THE RALLY,Barbara,"C'mon, they're getting away!"
1,59,Shadow of the Bat Part I,TRAITOR,Barbara,Gotcha!
1,59,Shadow of the Bat Part I,TRAITOR,Barbara,"Gil, you know those guys who shot at you? Well, I think I know who one of-"
1,59,Shadow of the Bat Part I,TRAITOR,Barbara,I didn't know you had company.
1,59,Shadow of the Bat Part I,TRAITOR,Barbara,Uh... I just came over to... to see if you're okay... I was worried about you.
1,59,Shadow of the Bat Part I,TRAITOR,Barbara,"Oh, gee, I'm sorry, I was just on my way to see dad. But I'm sure I'll catch you again."
1,59,Shadow of the Bat Part I,RISE AND FALL,Barbara,"What am I gonna do? If Gil's involved in this, then there's nobody I can trust. - And if Batman's not around... What do you think Woobie? - Could use a little work, huh?"
1,59,Shadow of the Bat Part I,RISE AND FALL,Barbara,"So Batman can't help me? Fine. In that case, let's see what Batgirl can do!"
1,60,Shadow of the Bat Part II,FINALE,Barbara,I wouldn't be at all surprised.
1,35,I Am the Night,CONCERN,Barbara,Batman.
1,39,Heart of Steel Part I,BARBARA GORDON,Barbara,"Dad, you in here? Oops. Bad timing!"
1,40,Heart of Steel Part II,POLICE IMPOSTOR,Barbara,"Dad, who are you talking to?"
1,59,Shadow of the Bat Part I,A SETUP,Barbara,"You know dad, if you and Gil keep nailing bad guys like this, people are gonna start thinking you two are Batman and Robin."
